job_title,salary_usd,experience_level,country,remote_type,company_size,source,matched_occupation,automation_probability,match_score,bls_matched_title,bls_mean_salary_usd,bls_match_score,bls_total_employment,ai_risk_band
Data Operations Specialist,88000.0,Mid-level,United States,On-site,Medium,dataset_A,,,,operations specialties managers,160590.0,80.70175438596492,2669000.0,Unknown
Data Engineer,179900.0,Mid-level,United States,On-site,Medium,dataset_A,,,,engineers,116760.0,72.72727272727273,1746750.0,Unknown
Data Engineer,142002.0,Mid-level,United States,On-site,Medium,dataset_A,medical scientists,0.005,75.0,engineers,116760.0,72.72727272727273,1746750.0,Low
AI Engineer,287500.0,Senior,United States,On-site,Medium,dataset_A,medical scientists,0.005,75.0,engineers,116760.0,80.0,1746750.0,Low
AI Engineer,168000.0,Senior,United States,On-site,Medium,dataset_A,,,,engineers,116760.0,80.0,1746750.0,Unknown
Data Engineer,194500.0,Senior,United States,On-site,Medium,dataset_A,,,,engineers,116760.0,72.72727272727273,1746750.0,Unknown
Data Engineer,146266.0,Senior,United States,On-site,Medium,dataset_A,mechanical engineers,0.011,62.22222222222222,engineers,116760.0,72.72727272727273,1746750.0,Low
Data Engineer,146100.0,Mid-level,United States,On-site,Medium,dataset_A,mechanical engineers,0.011,62.22222222222222,engineers,116760.0,72.72727272727273,1746750.0,Low
Data Engineer,111800.0,Mid-level,United States,On-site,Medium,dataset_A,,,,engineers,116760.0,72.72727272727273,1746750.0,Unknown
Data Scientist,145580.0,Mid-level,United States,Remote,Medium,dataset_A,,,,data scientists,124590.0,96.55172413793103,233440.0,Unknown
Data Scientist,97060.0,Mid-level,United States,Remote,Medium,dataset_A,,,0.0,data scientists,124590.0,96.55172413793103,233440.0,Unknown
Data Operations Analyst,95000.0,Entry-level,United States,On-site,Medium,dataset_A,,,0.0,operations research analysts,99120.0,70.58823529411764,107760.0,Unknown
Data Operations Analyst,76000.0,Entry-level,United States,On-site,Medium,dataset_A,,,,operations research analysts,99120.0,70.58823529411764,107760.0,Unknown
Data Engineer,97000.0,Mid-level,United States,On-site,Medium,dataset_A,,,,engineers,116760.0,72.72727272727273,1746750.0,Unknown
Data Engineer,62000.0,Mid-level,United States,On-site,Medium,dataset_A,,,,engineers,116760.0,72.72727272727273,1746750.0,Unknown
Data Architect,234000.0,Senior,United States,On-site,Medium,dataset_A,,,,database architects,142620.0,84.84848484848484,64770.0,Unknown
Data Architect,146000.0,Senior,United States,On-site,Medium,dataset_A,mechanical engineers,0.011,62.22222222222222,database architects,142620.0,84.84848484848484,64770.0,Low
Machine Learning Engineer,177100.0,Mid-level,United States,On-site,Medium,dataset_A,mechanical engineers,0.011,62.22222222222222,,,0.0,,Low
Machine Learning Engineer,130900.0,Mid-level,United States,On-site,Medium,dataset_A,civil engineers,0.019,76.92307692307692,,,0.0,,Low
BI Developer,106050.0,Mid-level,United States,On-site,Medium,dataset_A,civil engineers,0.019,76.92307692307692,web developers,98790.0,69.23076923076923,78860.0,Low
BI Developer,80420.0,Mid-level,United States,On-site,Medium,dataset_A,mechanical engineers,0.011,62.22222222222222,web developers,98790.0,69.23076923076923,78860.0,Low
Admin & Data Analyst,42222.0,Mid-level,Spain,Remote,Large,dataset_A,mechanical engineers,0.011,62.22222222222222,,,0.0,,Low
Data Scientist,166000.0,Mid-level,Egypt,On-site,Medium,dataset_A,,,,data scientists,124590.0,96.55172413793103,233440.0,Unknown
Data Scientist,73100.0,Mid-level,Egypt,On-site,Medium,dataset_A,,,,data scientists,124590.0,96.55172413793103,233440.0,Unknown
Data Science,220000.0,Mid-level,United States,On-site,Medium,dataset_A,medical scientists,0.005,75.0,data scientists,124590.0,74.07407407407408,233440.0,Low
Data Science,137500.0,Mid-level,United States,On-site,Medium,dataset_A,medical scientists,0.005,75.0,data scientists,124590.0,74.07407407407408,233440.0,Low
Data Engineer,58400.0,Mid-level,United States,On-site,Medium,dataset_A,medical scientists,0.005,75.0,engineers,116760.0,72.72727272727273,1746750.0,Low
Analytics Engineer,80000.0,Mid-level,United States,On-site,Medium,dataset_A,,,,electrical engineers,120980.0,68.42105263157895,188790.0,Unknown
Analytics Engineer,75000.0,Mid-level,United States,On-site,Medium,dataset_A,mechanical engineers,0.011,62.22222222222222,electrical engineers,120980.0,68.42105263157895,188790.0,Low
Data Scientist,140000.0,Senior,United States,Remote,Medium,dataset_A,mechanical engineers,0.011,62.22222222222222,data scientists,124590.0,96.55172413793103,233440.0,Low
Data Scientist,125000.0,Senior,United States,Remote,Medium,dataset_A,,,0.0,data scientists,124590.0,96.55172413793103,233440.0,Unknown
Data Analyst,55000.0,Entry-level,United States,On-site,Medium,dataset_A,,,0.0,budget analysts,93920.0,74.07407407407408,47170.0,Unknown
Data Analyst,78000.0,Mid-level,United States,On-site,Medium,dataset_A,architects,0.018,75.0,budget analysts,93920.0,74.07407407407408,47170.0,Low
AI Engineer,200070.0,Executive,Canada,On-site,Medium,dataset_A,,,,engineers,116760.0,80.0,1746750.0,Unknown
AI Engineer,107730.0,Executive,Canada,On-site,Medium,dataset_A,mechanical engineers,0.011,62.22222222222222,engineers,116760.0,80.0,1746750.0,Low
BI Developer,179000.0,Senior,United States,On-site,Medium,dataset_A,mechanical engineers,0.011,62.22222222222222,web developers,98790.0,69.23076923076923,78860.0,Low
BI Developer,112000.0,Senior,United States,On-site,Medium,dataset_A,medical scientists,0.005,75.0,web developers,98790.0,69.23076923076923,78860.0,Low
Data Engineer,166363.0,Mid-level,United States,On-site,Medium,dataset_A,medical scientists,0.005,75.0,engineers,116760.0,72.72727272727273,1746750.0,Low
Data Engineer,103977.0,Mid-level,United States,On-site,Medium,dataset_A,,,,engineers,116760.0,72.72727272727273,1746750.0,Unknown
Data Scientist,95000.0,Mid-level,United States,On-site,Medium,dataset_A,,,,data scientists,124590.0,96.55172413793103,233440.0,Unknown
Data Engineer,214300.0,Senior,United States,On-site,Medium,dataset_A,aerospace engineers,0.017,68.75,engineers,116760.0,72.72727272727273,1746750.0,Low
Data Engineer,108500.0,Senior,United States,On-site,Medium,dataset_A,,,,engineers,116760.0,72.72727272727273,1746750.0,Unknown
Applied Scientist,266482.0,Senior,United States,On-site,Medium,dataset_A,,,,life scientists,101980.0,81.25,374670.0,Unknown
Applied Scientist,166551.0,Senior,United States,On-site,Medium,dataset_A,civil engineers,0.019,76.92307692307692,life scientists,101980.0,81.25,374670.0,Low
Business Intelligence Developer,90279.0,Mid-level,United States,On-site,Medium,dataset_A,industrial engineers,0.029,68.75,,,0.0,,Low
Business Intelligence Developer,67060.0,Mid-level,United States,On-site,Medium,dataset_A,architects,0.018,75.0,,,0.0,,Low
AI Scientist,190000.0,Senior,United States,Remote,Medium,dataset_A,architects,0.018,75.0,animal scientists,104970.0,82.75862068965517,2470.0,Low
AI Scientist,160000.0,Senior,United States,Remote,Medium,dataset_A,medical scientists,0.005,75.0,animal scientists,104970.0,82.75862068965517,2470.0,Low
Data Scientist,212800.0,Mid-level,United States,On-site,Large,dataset_A,medical scientists,0.005,75.0,data scientists,124590.0,96.55172413793103,233440.0,Low
Data Scientist,111600.0,Mid-level,United States,On-site,Large,dataset_A,,,0.0,data scientists,124590.0,96.55172413793103,233440.0,Unknown
Data Modeler,130000.0,Senior,United States,Remote,Medium,dataset_A,,,0.0,,,0.0,,Unknown
Data Modeler,110000.0,Senior,United States,Remote,Medium,dataset_A,,,0.0,,,0.0,,Unknown
Data Engineer,190100.0,Senior,United States,Remote,Medium,dataset_A,,,0.0,engineers,116760.0,72.72727272727273,1746750.0,Unknown
Data Engineer,131414.0,Senior,United States,Remote,Medium,dataset_A,aerospace engineers,0.017,68.75,engineers,116760.0,72.72727272727273,1746750.0,Low
Machine Learning Engineer,284400.0,Senior,United States,On-site,Medium,dataset_A,aerospace engineers,0.017,68.75,,,0.0,,Low
Machine Learning Engineer,150700.0,Senior,United States,On-site,Medium,dataset_A,management analysts,0.13,64.51612903225806,,,0.0,,Low
Data Architect,128076.0,Senior,Canada,Remote,Medium,dataset_A,management analysts,0.13,64.51612903225806,database architects,142620.0,84.84848484848484,64770.0,Low
Data Architect,103846.0,Senior,Canada,Remote,Medium,dataset_A,mechanical engineers,0.011,70.96774193548387,database architects,142620.0,84.84848484848484,64770.0,Low
Analytics Engineer,145000.0,Mid-level,United States,Remote,Medium,dataset_A,mechanical engineers,0.011,70.96774193548387,electrical engineers,120980.0,68.42105263157895,188790.0,Low
Analytics Engineer,104000.0,Mid-level,United States,Remote,Medium,dataset_A,medical scientists,0.005,75.0,electrical engineers,120980.0,68.42105263157895,188790.0,Low
Data Engineer,132000.0,Senior,United States,Remote,Medium,dataset_A,medical scientists,0.005,75.0,engineers,116760.0,72.72727272727273,1746750.0,Low
Data Engineer,234000.0,Senior,United States,On-site,Medium,dataset_A,mechanical engineers,0.011,62.22222222222222,engineers,116760.0,72.72727272727273,1746750.0,Low
Data Engineer,117000.0,Senior,United States,On-site,Medium,dataset_A,mechanical engineers,0.011,62.22222222222222,engineers,116760.0,72.72727272727273,1746750.0,Low
Data Engineer,215500.0,Mid-level,United States,On-site,Medium,dataset_A,aerospace engineers,0.017,68.75,engineers,116760.0,72.72727272727273,1746750.0,Low
Data Engineer,121800.0,Mid-level,United States,On-site,Medium,dataset_A,aerospace engineers,0.017,68.75,engineers,116760.0,72.72727272727273,1746750.0,Low
Analytics Engineer,164850.0,Mid-level,United States,Remote,Medium,dataset_A,,,,electrical engineers,120980.0,68.42105263157895,188790.0,Unknown
Analytics Engineer,112000.0,Mid-level,United States,Remote,Medium,dataset_A,,,,electrical engineers,120980.0,68.42105263157895,188790.0,Unknown
Data Engineer,295000.0,Senior,United States,On-site,Medium,dataset_A,,,,engineers,116760.0,72.72727272727273,1746750.0,Unknown
Data Engineer,235000.0,Senior,United States,On-site,Medium,dataset_A,medical scientists,0.005,75.0,engineers,116760.0,72.72727272727273,1746750.0,Low
Business Intelligence,150000.0,Mid-level,United States,On-site,Medium,dataset_A,,,0.0,,,0.0,,Unknown
Business Intelligence,100000.0,Mid-level,United States,On-site,Medium,dataset_A,,,0.0,,,0.0,,Unknown
Data Analyst,120000.0,Entry-level,United States,On-site,Medium,dataset_A,electrical engineers,0.1,68.42105263157895,budget analysts,93920.0,74.07407407407408,47170.0,Low
Data Analyst,97500.0,Entry-level,United States,On-site,Medium,dataset_A,electrical engineers,0.1,68.42105263157895,budget analysts,93920.0,74.07407407407408,47170.0,Low
Computer Vision Engineer,220000.0,Senior,United States,Remote,Medium,dataset_A,,,,computer hardware engineers,156770.0,70.58823529411764,75710.0,Unknown
Computer Vision Engineer,183000.0,Senior,United States,Remote,Medium,dataset_A,medical scientists,0.005,75.0,computer hardware engineers,156770.0,70.58823529411764,75710.0,Low
Data Engineer,205600.0,Mid-level,United States,On-site,Large,dataset_A,aerospace engineers,0.017,68.75,engineers,116760.0,72.72727272727273,1746750.0,Low
Data Engineer,105700.0,Mid-level,United States,On-site,Large,dataset_A,aerospace engineers,0.017,68.75,engineers,116760.0,72.72727272727273,1746750.0,Low
Data Engineer,240500.0,Senior,United States,On-site,Large,dataset_A,,,0.0,engineers,116760.0,72.72727272727273,1746750.0,Unknown
Data Engineer,123700.0,Senior,United States,On-site,Large,dataset_A,,,0.0,engineers,116760.0,72.72727272727273,1746750.0,Unknown
Data Infrastructure Engineer,179900.0,Senior,United States,Remote,Medium,dataset_A,medical scientists,0.005,75.0,,,0.0,,Low
Data Infrastructure Engineer,135920.0,Senior,United States,Remote,Medium,dataset_A,medical scientists,0.005,75.0,,,0.0,,Low
Data Science,86900.0,Entry-level,United States,On-site,Medium,dataset_A,medical scientists,0.005,75.0,data scientists,124590.0,74.07407407407408,233440.0,Low
Data Science,60800.0,Entry-level,United States,On-site,Medium,dataset_A,medical scientists,0.005,75.0,data scientists,124590.0,74.07407407407408,233440.0,Low
Data Analyst,120000.0,Senior,Canada,On-site,Medium,dataset_A,mechanical engineers,0.011,62.22222222222222,budget analysts,93920.0,74.07407407407408,47170.0,Low
Data Analyst,90000.0,Senior,Canada,On-site,Medium,dataset_A,mechanical engineers,0.011,62.22222222222222,budget analysts,93920.0,74.07407407407408,47170.0,Low
Business Intelligence,193000.0,Senior,United States,On-site,Medium,dataset_A,mechanical engineers,0.011,62.22222222222222,,,0.0,,Low
Business Intelligence,119000.0,Senior,United States,On-site,Medium,dataset_A,mechanical engineers,0.011,62.22222222222222,,,0.0,,Low
Data Scientist,215000.0,Senior,United States,On-site,Medium,dataset_A,,,0.0,data scientists,124590.0,96.55172413793103,233440.0,Unknown
Data Scientist,146900.0,Senior,United States,On-site,Medium,dataset_A,,,0.0,data scientists,124590.0,96.55172413793103,233440.0,Unknown
Applied Scientist,166000.0,Entry-level,United States,Remote,Medium,dataset_A,management analysts,0.13,64.51612903225806,life scientists,101980.0,81.25,374670.0,Low
Applied Scientist,104000.0,Entry-level,United States,Remote,Medium,dataset_A,management analysts,0.13,64.51612903225806,life scientists,101980.0,81.25,374670.0,Low
Data Engineer,124000.0,Mid-level,United States,On-site,Medium,dataset_A,medical scientists,0.005,75.0,engineers,116760.0,72.72727272727273,1746750.0,Low
Data Scientist,133000.0,Mid-level,United States,On-site,Medium,dataset_A,medical scientists,0.005,75.0,data scientists,124590.0,96.55172413793103,233440.0,Low
Data Scientist,58400.0,Mid-level,United States,On-site,Medium,dataset_A,,,0.0,data scientists,124590.0,96.55172413793103,233440.0,Unknown
Data Manager,149000.0,Senior,Germany,On-site,Medium,dataset_A,,,0.0,financial managers,180470.0,66.66666666666667,818620.0,Unknown
Data Manager,65300.0,Senior,Germany,On-site,Medium,dataset_A,,,,financial managers,180470.0,66.66666666666667,818620.0,Unknown
Research Engineer,120000.0,Senior,United States,Remote,Medium,dataset_A,management analysts,0.13,64.51612903225806,ship engineers,105600.0,70.96774193548387,8580.0,Low
Research Engineer,100000.0,Senior,United States,Remote,Medium,dataset_A,,,,ship engineers,105600.0,70.96774193548387,8580.0,Unknown
Data Integration Engineer,161250.0,Mid-level,United States,Remote,Medium,dataset_A,,,,interior designers,71430.0,65.11627906976744,69580.0,Unknown
Data Integration Engineer,132974.0,Mid-level,United States,Remote,Medium,dataset_A,,,,interior designers,71430.0,65.11627906976744,69580.0,Unknown
Data Engineer,112500.0,Senior,United Kingdom,On-site,Medium,dataset_A,,,,engineers,116760.0,72.72727272727273,1746750.0,Unknown
Data Engineer,61875.0,Senior,United Kingdom,On-site,Medium,dataset_A,,,0.0,engineers,116760.0,72.72727272727273,1746750.0,Unknown
Data Scientist,100000.0,Senior,United States,On-site,Medium,dataset_A,,,0.0,data scientists,124590.0,96.55172413793103,233440.0,Unknown
Data Scientist,31250.0,Senior,United Kingdom,On-site,Medium,dataset_A,,,,data scientists,124590.0,96.55172413793103,233440.0,Unknown
Research Engineer,135000.0,Mid-level,United States,On-site,Medium,dataset_A,,,,ship engineers,105600.0,70.96774193548387,8580.0,Unknown
Research Engineer,120000.0,Mid-level,United States,On-site,Medium,dataset_A,,,0.0,ship engineers,105600.0,70.96774193548387,8580.0,Unknown
Data Scientist,155000.0,Mid-level,United States,On-site,Medium,dataset_A,,,0.0,data scientists,124590.0,96.55172413793103,233440.0,Unknown
Data Scientist,139000.0,Mid-level,United States,On-site,Medium,dataset_A,aerospace engineers,0.017,68.75,data scientists,124590.0,96.55172413793103,233440.0,Low
Data Engineer,50000.0,Mid-level,United Kingdom,On-site,Medium,dataset_A,aerospace engineers,0.017,68.75,engineers,116760.0,72.72727272727273,1746750.0,Low
Business Intelligence Engineer,165600.0,Senior,United States,On-site,Large,dataset_A,medical scientists,0.005,75.0,,,0.0,,Low
Business Intelligence Engineer,65800.0,Senior,United States,On-site,Large,dataset_A,medical scientists,0.005,75.0,,,0.0,,Low
Data Analyst,167000.0,Mid-level,United States,On-site,Medium,dataset_A,medical scientists,0.005,75.0,budget analysts,93920.0,74.07407407407408,47170.0,Low
Data Analyst,121000.0,Mid-level,United States,On-site,Medium,dataset_A,,,,budget analysts,93920.0,74.07407407407408,47170.0,Unknown
AI Architect,208000.0,Senior,United States,On-site,Medium,dataset_A,aerospace engineers,0.017,68.75,,,0.0,,Low
AI Architect,177000.0,Senior,United States,On-site,Medium,dataset_A,aerospace engineers,0.017,68.75,,,0.0,,Low
Data Engineer,180000.0,Senior,United States,Remote,Medium,dataset_A,,,,engineers,116760.0,72.72727272727273,1746750.0,Unknown
Data Engineer,119000.0,Senior,United States,Remote,Medium,dataset_A,medical scientists,0.005,66.66666666666667,engineers,116760.0,72.72727272727273,1746750.0,Low
Data Science,227000.0,Senior,United States,On-site,Medium,dataset_A,,,,data scientists,124590.0,74.07407407407408,233440.0,Unknown
Data Science,116000.0,Senior,United States,On-site,Medium,dataset_A,,,,data scientists,124590.0,74.07407407407408,233440.0,Unknown
Data Integration Engineer,130000.0,Mid-level,United States,On-site,Medium,dataset_A,aerospace engineers,0.017,68.75,interior designers,71430.0,65.11627906976744,69580.0,Low
Data Integration Engineer,110000.0,Mid-level,United States,On-site,Medium,dataset_A,aerospace engineers,0.017,68.75,interior designers,71430.0,65.11627906976744,69580.0,Low
Analytics Engineer,220000.0,Mid-level,United States,On-site,Medium,dataset_A,,,0.0,electrical engineers,120980.0,68.42105263157895,188790.0,Unknown
Analytics Engineer,176000.0,Mid-level,United States,On-site,Medium,dataset_A,,,0.0,electrical engineers,120980.0,68.42105263157895,188790.0,Unknown
Research Scientist,440000.0,Senior,United States,On-site,Medium,dataset_A,aerospace engineers,0.017,68.75,data scientists,124590.0,66.66666666666667,233440.0,Low
Research Scientist,360000.0,Senior,United States,On-site,Medium,dataset_A,aerospace engineers,0.017,68.75,data scientists,124590.0,66.66666666666667,233440.0,Low
Machine Learning Scientist,180000.0,Mid-level,Canada,Remote,Medium,dataset_A,,,,animal scientists,104970.0,69.76744186046511,2470.0,Unknown
Machine Learning Scientist,117000.0,Mid-level,Canada,Remote,Medium,dataset_A,,,,animal scientists,104970.0,69.76744186046511,2470.0,Unknown
Data Analyst,180000.0,Mid-level,United States,On-site,Medium,dataset_A,mechanical engineers,0.011,62.22222222222222,budget analysts,93920.0,74.07407407407408,47170.0,Low
Data Analytics Lead,155000.0,Senior,United States,On-site,Medium,dataset_A,,,,,,0.0,,Unknown
Data Analytics Lead,130000.0,Senior,United States,On-site,Medium,dataset_A,,,0.0,,,0.0,,Unknown
Data Analytics Lead,215000.0,Senior,United States,On-site,Medium,dataset_A,,,0.0,,,0.0,,Unknown
Data Scientist,135000.0,Senior,United States,Remote,Medium,dataset_A,management analysts,0.13,64.51612903225806,data scientists,124590.0,96.55172413793103,233440.0,Low
Head of Machine Learning,448000.0,Executive,United States,Remote,Medium,dataset_A,management analysts,0.13,64.51612903225806,,,0.0,,Low
Head of Machine Learning,373000.0,Executive,United States,Remote,Medium,dataset_A,,,,,,0.0,,Unknown
Machine Learning Engineer,195500.0,Senior,United States,Remote,Medium,dataset_A,,,,,,0.0,,Unknown
Machine Learning Engineer,141300.0,Senior,United States,Remote,Medium,dataset_A,,,,,,0.0,,Unknown
Data Engineer,110000.0,Mid-level,United States,On-site,Medium,dataset_A,management analysts,0.13,64.51612903225806,engineers,116760.0,72.72727272727273,1746750.0,Low
Data Engineer,90000.0,Mid-level,United States,On-site,Medium,dataset_A,civil engineers,0.019,76.92307692307692,engineers,116760.0,72.72727272727273,1746750.0,Low
Data Analyst,57000.0,Entry-level,United States,Remote,Medium,dataset_A,civil engineers,0.019,76.92307692307692,budget analysts,93920.0,74.07407407407408,47170.0,Low
Data Architect,55328.0,Mid-level,South Africa,On-site,Medium,dataset_A,management analysts,0.13,64.51612903225806,database architects,142620.0,84.84848484848484,64770.0,Low
Data Architect,39245.0,Mid-level,South Africa,On-site,Medium,dataset_A,management analysts,0.13,64.51612903225806,database architects,142620.0,84.84848484848484,64770.0,Low
Data Scientist,191027.0,Senior,United States,On-site,Medium,dataset_A,mechanical engineers,0.011,64.86486486486487,data scientists,124590.0,96.55172413793103,233440.0,Low
Data Scientist,99445.0,Senior,United States,On-site,Medium,dataset_A,mechanical engineers,0.011,64.86486486486487,data scientists,124590.0,96.55172413793103,233440.0,Low
Data Scientist,204200.0,Senior,United States,On-site,Medium,dataset_A,aerospace engineers,0.017,68.75,data scientists,124590.0,96.55172413793103,233440.0,Low
Data Scientist,122600.0,Senior,United States,On-site,Medium,dataset_A,aerospace engineers,0.017,68.75,data scientists,124590.0,96.55172413793103,233440.0,Low
Data Science,110400.0,Entry-level,United States,On-site,Medium,dataset_A,medical scientists,0.005,75.0,data scientists,124590.0,74.07407407407408,233440.0,Low
Data Science,68000.0,Entry-level,United States,On-site,Medium,dataset_A,medical scientists,0.005,75.0,data scientists,124590.0,74.07407407407408,233440.0,Low
Data Science,179000.0,Mid-level,United States,On-site,Medium,dataset_A,medical scientists,0.005,75.0,data scientists,124590.0,74.07407407407408,233440.0,Low
Data Science,106500.0,Mid-level,United States,On-site,Medium,dataset_A,medical scientists,0.005,75.0,data scientists,124590.0,74.07407407407408,233440.0,Low
Data Analytics Lead,398900.0,Senior,United States,On-site,Medium,dataset_A,civil engineers,0.019,76.92307692307692,,,0.0,,Low
Data Analytics Lead,239300.0,Senior,United States,On-site,Medium,dataset_A,civil engineers,0.019,76.92307692307692,,,0.0,,Low
Head of Machine Learning,438000.0,Executive,United States,On-site,Medium,dataset_A,medical scientists,0.005,75.0,,,0.0,,Low
Head of Machine Learning,245000.0,Executive,United States,On-site,Medium,dataset_A,medical scientists,0.005,75.0,,,0.0,,Low
Data Scientist,105301.0,Senior,United States,Remote,Medium,dataset_A,medical scientists,0.005,66.66666666666667,data scientists,124590.0,96.55172413793103,233440.0,Low
Research Scientist,340000.0,Senior,United States,Remote,Medium,dataset_A,medical scientists,0.005,66.66666666666667,data scientists,124590.0,66.66666666666667,233440.0,Low
Data Science,157900.0,Senior,Canada,Remote,Medium,dataset_A,civil engineers,0.019,76.92307692307692,data scientists,124590.0,74.07407407407408,233440.0,Low
Data Science,105300.0,Senior,Canada,Remote,Medium,dataset_A,civil engineers,0.019,76.92307692307692,data scientists,124590.0,74.07407407407408,233440.0,Low
Data Scientist,105000.0,Senior,United States,Remote,Medium,dataset_A,,,,data scientists,124590.0,96.55172413793103,233440.0,Unknown
Analytics Engineer,221500.0,Mid-level,United States,On-site,Medium,dataset_A,,,,electrical engineers,120980.0,68.42105263157895,188790.0,Unknown
Analytics Engineer,153000.0,Mid-level,United States,On-site,Medium,dataset_A,,,,electrical engineers,120980.0,68.42105263157895,188790.0,Unknown
Data Analyst,68750.0,Entry-level,United Kingdom,On-site,Medium,dataset_A,,,,budget analysts,93920.0,74.07407407407408,47170.0,Unknown
Data Analyst,62500.0,Entry-level,United Kingdom,On-site,Medium,dataset_A,,,0.0,budget analysts,93920.0,74.07407407407408,47170.0,Unknown
Data Analyst,77000.0,Entry-level,United States,Remote,Medium,dataset_A,,,,budget analysts,93920.0,74.07407407407408,47170.0,Unknown
Data Analyst,66000.0,Entry-level,United States,Remote,Medium,dataset_A,,,,budget analysts,93920.0,74.07407407407408,47170.0,Unknown
Machine Learning Engineer,315000.0,Senior,United States,Remote,Medium,dataset_A,mechanical engineers,0.011,62.22222222222222,,,0.0,,Low
Machine Learning Engineer,250000.0,Senior,United States,Remote,Medium,dataset_A,,,0.0,,,0.0,,Unknown
Machine Learning Engineer,190000.0,Senior,United States,Remote,Medium,dataset_A,,,0.0,,,0.0,,Unknown
Machine Learning Engineer,105301.0,Senior,United States,Remote,Medium,dataset_A,,,0.0,,,0.0,,Unknown
Data Analyst,165900.0,Senior,United States,On-site,Medium,dataset_A,,,0.0,budget analysts,93920.0,74.07407407407408,47170.0,Unknown
Data Analyst,68750.0,Executive,United Kingdom,On-site,Medium,dataset_A,,,0.0,budget analysts,93920.0,74.07407407407408,47170.0,Unknown
Data Analyst,62500.0,Executive,United Kingdom,On-site,Medium,dataset_A,,,0.0,budget analysts,93920.0,74.07407407407408,47170.0,Unknown
Analytics Engineer,100000.0,Mid-level,United States,On-site,Medium,dataset_A,,,0.0,electrical engineers,120980.0,68.42105263157895,188790.0,Unknown
Data Engineer,220000.0,Mid-level,United States,Remote,Medium,dataset_A,,,0.0,engineers,116760.0,72.72727272727273,1746750.0,Unknown
Data Engineer,206000.0,Mid-level,United States,Remote,Medium,dataset_A,architects,0.018,81.81818181818181,engineers,116760.0,72.72727272727273,1746750.0,Low
Head of Data,263000.0,Executive,United States,On-site,Medium,dataset_A,architects,0.018,81.81818181818181,,,0.0,,Low
Head of Data,236000.0,Executive,United States,On-site,Medium,dataset_A,,,0.0,,,0.0,,Unknown
Data Engineer,203500.0,Mid-level,United States,Remote,Medium,dataset_A,,,0.0,engineers,116760.0,72.72727272727273,1746750.0,Unknown
Data Engineer,148000.0,Mid-level,United States,Remote,Medium,dataset_A,medical scientists,0.005,66.66666666666667,engineers,116760.0,72.72727272727273,1746750.0,Low
Data Engineer,84000.0,Mid-level,United States,On-site,Medium,dataset_A,,,,engineers,116760.0,72.72727272727273,1746750.0,Unknown
Research Analyst,79300.0,Entry-level,United States,On-site,Medium,dataset_A,,,0.0,operations research analysts,99120.0,72.72727272727273,107760.0,Unknown
Research Analyst,42700.0,Entry-level,United States,On-site,Medium,dataset_A,,,,operations research analysts,99120.0,72.72727272727273,107760.0,Unknown
Data Scientist,103500.0,Senior,United States,On-site,Medium,dataset_A,,,,data scientists,124590.0,96.55172413793103,233440.0,Unknown
Data Scientist,72500.0,Senior,United States,On-site,Medium,dataset_A,,,,data scientists,124590.0,96.55172413793103,233440.0,Unknown
Research Scientist,201000.0,Senior,United States,On-site,Medium,dataset_A,mechanical engineers,0.011,62.22222222222222,data scientists,124590.0,66.66666666666667,233440.0,Low
Research Scientist,103300.0,Senior,United States,On-site,Medium,dataset_A,mechanical engineers,0.011,62.22222222222222,data scientists,124590.0,66.66666666666667,233440.0,Low
Machine Learning Engineer,196350.0,Senior,United States,Remote,Medium,dataset_A,,,0.0,,,0.0,,Unknown
Machine Learning Engineer,127500.0,Senior,United States,Remote,Medium,dataset_A,,,0.0,,,0.0,,Unknown
Data Engineer,143706.0,Senior,United States,Remote,Medium,dataset_A,"managers and specialists in marketing, advert., pr",0.023,63.1578947368421,engineers,116760.0,72.72727272727273,1746750.0,Low
Data Engineer,84533.0,Senior,United States,Remote,Medium,dataset_A,"managers and specialists in marketing, advert., pr",0.023,63.1578947368421,engineers,116760.0,72.72727272727273,1746750.0,Low
Analytics Engineer,172100.0,Mid-level,United States,On-site,Medium,dataset_A,,,,electrical engineers,120980.0,68.42105263157895,188790.0,Unknown
Analytics Engineer,97400.0,Mid-level,United States,On-site,Medium,dataset_A,,,,electrical engineers,120980.0,68.42105263157895,188790.0,Unknown
Data Scientist,159000.0,Mid-level,United States,On-site,Medium,dataset_A,,,,data scientists,124590.0,96.55172413793103,233440.0,Unknown
Data Scientist,106000.0,Mid-level,United States,On-site,Medium,dataset_A,,,,data scientists,124590.0,96.55172413793103,233440.0,Unknown
Data Scientist,104922.0,Mid-level,United States,On-site,Medium,dataset_A,mechanical engineers,0.011,64.86486486486487,data scientists,124590.0,96.55172413793103,233440.0,Low
Data Scientist,72360.0,Mid-level,United States,On-site,Medium,dataset_A,mechanical engineers,0.011,64.86486486486487,data scientists,124590.0,96.55172413793103,233440.0,Low
Data Analyst,106000.0,Entry-level,United States,On-site,Medium,dataset_A,management analysts,0.13,64.51612903225806,budget analysts,93920.0,74.07407407407408,47170.0,Low
Data Analyst,66000.0,Entry-level,United States,On-site,Medium,dataset_A,management analysts,0.13,64.51612903225806,budget analysts,93920.0,74.07407407407408,47170.0,Low
Data Scientist,255000.0,Senior,United States,On-site,Medium,dataset_A,,,,data scientists,124590.0,96.55172413793103,233440.0,Unknown
